Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.139999,S,1.139999,0.3507397,0,0.4404116,0,474.7497,35.2778,6.544094,0,54.78584,66.93916,2.642025,395.083887199159,391.244034770122,54.9489142858491,410.43260745972,407.016608250682,52.8432206554966,82.60263,82.60263,218.6324,27.16205
1.149999,S,1.149999,0.3541531,0,0.4403315,0,475.7642,35.24323,6.669667,0,54.76203,66.93916,2.647201,396.313986963816,392.457962860966,55.1500104277087,414.395531056245,410.94118779157,53.3947207474467,82.59688,82.59688,222.7418,27.69324
1.159999,S,1.159999,0.3575774,0,0.4402549,0,476.7788,35.20857,6.79684,0,54.73822,66.93916,2.652377,397.54596954562,393.673774458627,55.3512168381635,418.370774596061,414.877925448163,53.9482329034564,82.59117,82.59117,226.8906,28.22996
1.169999,S,1.169999,0.3610124,0,0.440182,0,477.7933,35.17385,6.925622,0,54.71442,66.93916,2.657552,398.779804516666,394.89143777396,55.5525414644998,422.358356450666,418.826839737638,54.5037583056844,82.58552,82.58552,231.0788,28.77221
1.179999,S,1.179999,0.3644582,0,0.4401126,0,478.808,35.13905,7.056031,0,54.69061,66.93916,2.662728,400.015593715534,396.111056121686,55.7539813264852,426.358297000623,422.787950210317,55.0612981064873,82.57991,82.57991,235.3067,29.32004
1.189999,S,1.189999,0.3679148,0,0.4400469,0,479.8226,35.10417,7.188079,0,54.6668,66.93916,2.667904,401.253171270441,397.332462608795,55.9555324504768,430.370613494711,426.761274747594,55.620853418485,82.57436,82.57436,239.5743,29.87345
1.199999,S,1.199999,0.3713823,0,0.4399848,0,480.8372,35.06922,7.321776,0,54.64299,66.93916,2.67308,402.492638688299,398.555756576364,56.157217684922,434.395325151356,430.746832224274,56.1824255827821,82.56885,82.56885,243.8818,30.43247
1.209999,S,1.209999,0.3748605,0,0.4399264,0,481.852,35.03419,7.457143,0,54.61918,66.93916,2.678255,403.734100356422,399.781045312756,56.359024115481,438.432451759822,434.744642588044,56.7460158113397,82.56339,82.56339,248.2292,30.99711
1.219999,S,1.219999,0.3783497,0,0.4398716,0,482.8666,34.99909,7.594187,0,54.59537,66.93916,2.683431,404.977368743762,401.008138083103,56.5609616762615,442.482011217291,438.754723879243,57.31162541546,82.55797,82.55797,252.6168,31.5674
1.229999,S,1.229999,0.3818496,0,0.4398206,0,483.8814,34.96392,7.732932,0,54.57156,66.93916,2.688607,406.222584620527,402.237177938557,56.7630244067987,446.544023333138,442.777095568722,57.8792556468405,82.5526,82.5526,257.0446,32.14335
1.239999,S,1.239999,0.3853606,0,0.4397733,0,484.8962,34.92867,7.873383,0,54.54776,66.93916,2.693783,407.469639573439,403.468053617111,56.9652252214328,450.618506319366,446.811776014711,58.4489078863221,82.54727,82.54727,261.5127,32.72499
1.249999,S,1.249999,0.3888824,0,0.4397297,0,485.911,34.89334,8.015554,0,54.52395,66.93916,2.698958,408.718620120439,404.700852538913,57.1675641201637,454.705479254071,450.858784449642,59.0205835147458,82.54199,82.54199,266.0212,33.31234
1.259999,S,1.259999,0.3924151,0,0.4396899,0,486.9258,34.85794,8.159467,0,54.50014,66.93916,2.704134,409.969525243654,405.935574703962,57.370034149116,458.804961710088,454.918140105948,59.5942838434138,82.53675,82.53675,270.5704,33.90542
1.269999,S,1.269999,0.3959588,0,0.439654,0,487.9407,34.82246,8.30513,0,54.47633,66.93916,2.70931,411.222318890433,407.172180375828,57.5726591501483,462.916972371049,458.989861818696,60.1700104220468,82.53156,82.53156,275.1603,34.50424
1.279999,S,1.279999,0.3995135,0,0.4396219,0,488.9556,34.78691,8.452563,0,54.45252,66.93916,2.714486,412.476982640032,408.41065365994,57.7754202484558,467.041530258436,463.073968264008,60.7477646116176,82.52641,82.52641,279.7911,35.10883
1.289999,S,1.289999,0.4030792,0,0.4395936,0,489.9705,34.75129,8.601785,0,54.42871,66.93916,2.719661,413.733565612782,409.651042240012,57.9783313517893,471.17865437063,467.170478594844,61.3275479121763,82.52129,82.52129,284.4628,35.7192
1.299999,S,1.299999,0.4066558,0,0.4395693,0,490.9854,34.71558,8.752799,0,54.4049,66.93916,2.724837,414.99198782741,410.893266643185,58.1813835194519,475.328362917299,471.279411169434,61.9093617343663,82.51623,82.51623,289.1756,36.33539
1.309999,S,1.309999,0.4102435,0,0.4395488,0,489.1156,34.67981,8.905633,0,54.3811,66.93916,2.730013,413.576518821214,409.484268440203,58.0359442093062,479.463915398877,475.374253762309,62.4897211634873,82.51119,82.51119,293.9293,36.95738
1.319999,S,1.319999,0.4138191,0,0.4395325,0,487.2456,34.64407,9.059286,0,54.35729,66.93916,2.735188,412.156864534612,408.071193279427,57.8893962527428,483.585270903867,479.454965603892,63.0686151130754,82.5062,82.5062,298.7239,37.58517
1.329999,S,1.329999,0.4173826,0,0.4395202,0,485.3755,34.60846,9.213756,0,54.33348,66.93916,2.740364,410.731721064503,406.652745753216,57.741588651325,487.692373688005,483.52149297053,63.6460309866824,82.50125,82.50125,303.5591,38.21875
1.339999,S,1.339999,0.4209341,0,0.4395119,0,483.5056,34.57299,9.369012,0,54.30967,66.93916,2.74554,409.301184247851,405.229021229002,57.5925323325713,491.785169946049,487.573783092244,64.2219562971352,82.49635,82.49635,308.4348,38.85809
1.349999,S,1.349999,0.4244733,0,0.4395075,0,481.6356,34.53767,9.52505,0,54.28586,66.93916,2.750716,407.865184831286,403.799948181211,57.4422392174109,495.86360566187,491.6117824838,64.79637867647,82.49147,82.49147,313.3509,39.50318
1.359999,S,1.359999,0.4280003,0,0.4395071,0,479.7657,34.50248,9.681861,0,54.26205,66.93916,2.755892,406.423857999462,402.365661713707,57.2907202333621,499.927626663424,495.635439011001,65.3692858659982,82.48663,82.48663,318.3073,40.15401
1.369999,S,1.369999,0.431515,0,0.4395106,0,477.8958,34.46743,9.839425,0,54.23825,66.93916,2.761067,404.977077194033,400.926034669912,57.137971406782,503.977179012531,499.644699268086,65.9406655672947,82.48183,82.48183,323.3037,40.81056
1.379999,S,1.379999,0.4350174,0,0.4395178,0,476.0259,34.43252,9.997722,0,54.21444,66.93916,2.766243,403.525125537265,399.481349178483,56.9840205531721,508.012210570152,503.63951267058,66.5105057600895,82.47707,82.47707,328.3401,41.47281
1.389999,S,1.389999,0.4385074,0,0.439529,0,474.156,34.39775,10.15675,0,54.19063,66.93916,2.771419,402.067623171656,398.031223769687,56.8288527713708,512.032666413265,507.61982481931,67.078794275101,82.47234,82.47234,333.4164,42.14076
1.399999,S,1.399999,0.441985,0,0.4395438,0,472.2862,34.36311,10.31649,0,54.16682,66.93916,2.776594,400.604875144709,396.575960440396,56.672511771452,516.03849361365,511.585584335072,67.6455193801482,82.46764,82.46764,338.5322,42.81438
1.409999,S,1.409999,0.4454502,0,0.4395624,0,470.4164,34.32862,10.47694,0,54.14301,66.93916,2.78177,399.136790461639,395.115471770464,56.5149667576817,520.029638374814,515.536738964461,68.2106690350929,82.46297,82.46297,343.6876,43.49366
1.419999,S,1.419999,0.4489029,0,0.4395848,0,468.5466,34.29427,10.63807,0,54.11921,66.93916,2.786946,397.663351887594,393.649737891673,56.356235611454,524.006047703058,519.47323625539,68.7742313786108,82.45834,82.45834,348.8823,44.17859
1.429999,S,1.429999,0.452343,0,0.4396108,0,466.6769,34.26005,10.79986,0,54.09539,66.93916,2.792122,396.184671439413,392.178870066031,56.1963322405194,527.967669708533,523.395024868392,69.3361946884551,82.45374,82.45374,354.1162,44.86914
1.439999,S,1.439999,0.4557705,0,0.4396405,0,464.8072,34.22597,10.96232,0,54.07159,66.93916,2.797297,394.700753537008,390.702868293538,56.0352884340227,531.914450497092,527.302053463998,69.8965475602705,82.44917,82.44917,359.3893,45.5653
1.449999,S,1.449999,0.4591854,0,0.4396738,0,462.9375,34.19203,11.12542,0,54.04778,66.93916,2.802473,393.211609315918,389.221748468766,55.8730724028191,535.846339337555,531.194270861688,70.4552782718101,82.44464,82.44464,364.7012,46.26706
1.459999,S,1.459999,0.4625876,0,0.4397107,0,461.0679,34.15823,11.28915,0,54.02397,66.93916,2.807649,391.717132225452,387.735399329708,55.7097099755888,539.763282391469,535.071624768319,71.0123753591139,82.44013,82.44013,370.0519,46.9744
1.469999,S,1.469999,0.4659771,0,0.4397511,0,459.1982,34.12457,11.4535,0,54.00016,66.93916,2.812825,390.217415171103,386.2439162438,55.545191218224,543.665226764161,538.934063844425,71.5678272588808,82.43565,82.43565,375.4413,47.6873
1.479999,S,1.479999,0.4693538,0,0.4397951,0,457.3286,34.09104,11.61845,0,53.97635,66.93916,2.818,388.71257778911,384.747414446688,55.3795558671554,547.552121706566,542.781537902894,72.1216228051741,82.43121,82.43121,380.8691,48.40575
1.489999,S,1.489999,0.4727177,0,0.4398426,0,455.459,34.05766,11.78399,0,53.95255,66.93916,2.823176,387.20246757336,383.245742939938,55.2127830607569,551.423914973486,546.613995246631,72.6737506234406,82.42679,82.42679,386.3352,49.12972
1.499999,S,1.499999,0.4760686,0,0.4398936,0,453.5895,34.02441,11.95011,0,53.92874,66.93916,2.828352,385.687189541416,381.739005038269,55.044892667244,555.280553332394,550.431385211688,73.2241995378096,82.4224,82.4224,391.8395,49.85921
1.509999,S,1.509999,0.4794068,0,0.439948,0,451.72,33.9913,12.11679,0,53.90493,66.93916,2.833528,384.166802897738,380.227260346327,54.875886673438,559.12198715761,554.233657730164,73.7729583922782,82.41805,82.41805,397.3818,50.5942
1.519999,S,1.519999,0.482732,0,0.4400059,0,449.8505,33.95834,12.28402,0,53.88112,66.93916,2.838703,382.641262930194,378.710461180394,54.7057829607329,562.948164339263,558.02076225732,74.3200162096578,82.4137,82.4137,402.962,51.33466
1.529999,S,1.529999,0.4860441,0,0.4400671,0,447.981,33.92551,12.45178,0,53.85731,66.93916,2.843879,381.110508165986,377.188547935826,54.5345646411456,566.759033182797,561.79264765237,74.8653618438798,82.40939,82.40939,408.58,52.08059
1.539999,S,1.539999,0.4893433,0,0.4401318,0,446.1116,33.89282,12.62007,0,53.8335,66.93916,2.849055,379.574694188422,375.661675584701,54.3622476092483,570.554541513701,565.54926432425,75.4089843078214,82.40512,82.40512,414.2354,52.83196
1.549999,S,1.549999,0.4926293,0,0.4401999,0,444.2421,33.86027,12.78886,0,53.8097,66.93916,2.854231,378.03373204441,374.12975273323,54.1888427925596,574.334640283309,569.290561767958,75.9508727236348,82.40086,82.40086,419.9283,53.58876
1.559999,S,1.559999,0.4959023,0,0.4402712,0,442.3727,33.82786,12.95814,0,53.78588,66.93916,2.859406,376.487689239692,372.592846933344,54.0143551581333,578.09927607021,573.01649015401,76.491016263143,82.39663,82.39663,425.6585,54.35097
1.569999,S,1.569999,0.499162,0,0.4403459,0,440.5033,33.79559,13.12792,0,53.76208,66.93916,2.864582,374.936543972645,371.050934343185,53.8387976203093,581.848400260722,576.726999414506,77.0294042273122,82.39243,82.39243,431.4258,55.11857
1.579999,S,1.579999,0.5024086,0,0.4404239,0,438.634,33.76345,13.29815,0,53.73827,66.93916,2.869758,373.380462062909,369.504181855762,53.6621751461416,585.581961858027,580.422041150473,77.5660259667792,82.38825,82.38825,437.23,55.89154
1.589999,S,1.589999,0.5056419,0,0.4405052,0,436.7647,33.73145,13.46883,0,53.71446,66.93916,2.874933,371.819350073771,367.952494103641,53.4844946895054,589.299910938387,584.101566009266,78.1008709017195,82.38409,82.38409,443.071,56.66988
1.599999,S,1.599999,0.5088618,0,0.4405897,0,434.8954,33.6996,13.63996,0,53.69065,66.93916,2.880109,370.253158333881,366.395823403106,53.3057393624178,593.002197105952,587.765524161401,78.6339282834289,82.37996,82.37996,448.9487,57.45355
1.609999,S,1.609999,0.5120685,0,0.4406775,0,433.5506,33.66788,13.81151,0,53.66684,66.93916,2.885285,369.18310671641,365.330990374036,53.1924219894702,596.693782314529,591.418833983484,79.1658524914342,82.37585,82.37585,454.8629,58.24255
1.619999,S,1.619999,0.5152661,0,0.4407686,0,432.2059,33.63628,13.98371,0,53.64304,66.93916,2.890461,368.109039227019,364.26221946468,53.0782463096187,600.374624501644,595.061456096712,79.6966349426665,82.37177,82.37177,460.8135,59.03686
1.629999,S,1.629999,0.5184546,0,0.440863,0,430.8613,33.60478,14.15655,0,53.61923,66.93916,2.895637,367.031134842644,363.189685515332,52.9632540461155,604.04468738658,598.693352870686,80.2262674712894,82.36771,82.36771,466.8004,59.83648
1.639999,S,1.639999,0.521634,0,0.4409608,0,429.5166,33.57338,14.33003,0,53.59542,66.93916,2.900812,365.949557165195,362.11355144536,52.8474620869437,607.703934279876,602.314488304201,80.7547420803465,82.36366,82.36366,472.8235,60.64138
1.649999,S,1.649999,0.5248042,0,0.4410619,0,428.172,33.54208,14.50414,0,53.57161,66.93916,2.905988,364.864131703729,361.033642414467,52.7308604979956,611.352324730265,605.924824647648,81.2820506735402,82.35964,82.35964,478.8828,61.45156
1.659999,S,1.659999,0.5279652,0,0.4411663,0,426.8274,33.51088,14.67886,0,53.5478,66.93916,2.911164,363.774965866579,359.950065711018,52.6134582199681,614.989822390143,609.524325224303,81.8081852439798,82.35564,82.35564,484.978,62.26702
1.669999,S,1.669999,0.531117,0,0.4412741,0,425.4828,33.47979,14.8542,0,53.52399,66.93916,2.91634,362.681998041578,358.862761730365,52.4952373714674,618.616390323115,613.112952761395,82.3331376059609,82.35167,82.35167,491.1092,63.08772
1.679999,S,1.679999,0.5342596,0,0.4413852,0,424.1383,33.44879,15.03013,0,53.50019,66.93916,2.921515,361.585232208111,357.771730472509,52.376225767995,622.23198956285,616.690669986152,82.8568998519338,82.34772,82.34772,497.2761,63.91367
1.689999,S,1.689999,0.5373928,0,0.4414996,0,422.7938,33.41789,15.20667,0,53.47638,66.93916,2.926691,360.484756550719,356.677059357597,52.2564353304801,625.836582007185,620.257440500004,83.3794641935584,82.34378,82.34378,503.4786,64.74486
1.699999,S,1.699999,0.5405168,0,0.4416173,0,421.4493,33.38709,15.38378,0,53.45257,66.93916,2.931867,359.380580518076,355.578760306559,52.1358501643505,629.430132720763,623.813228023592,83.9008226835486,82.33987,82.33987,509.7168,65.58126
1.709999,S,1.709999,0.5436313,0,0.4417384,0,420.1048,33.35639,15.56148,0,53.42876,66.93916,2.937042,358.2726181473,354.476745899247,52.0144742432492,633.012601835824,627.357995403353,84.420967414355,82.33598,82.33598,515.9904,66.42287
1.719999,S,1.719999,0.5467365,0,0.4418628,0,418.7603,33.32579,15.73974,0,53.40495,66.93916,2.942218,357.16090229353,353.371047924805,51.8923175012838,636.583952849372,630.891705803616,84.939890577769,82.33211,82.33211,522.2993,67.26967
1.729999,S,1.729999,0.5498323,0,0.4419905,0,417.416,33.29529,15.91857,0,53.38114,66.93916,2.947394,356.045543431688,352.26177764524,51.7693829186868,640.144150362944,634.414323501332,85.4575843953845,82.32826,82.32826,528.6434,68.12166
1.739999,S,1.739999,0.5529187,0,0.4421216,0,416.0715,33.26489,16.09796,0,53.35733,66.93916,2.95257,354.926376402921,351.148768167543,51.645670495458,643.693154268863,637.92581110452,85.9740410887954,82.32442,82.32442,535.0226,68.97881
1.749999,S,1.749999,0.5559956,0,0.442256,0,414.7272,33.23459,16.27789,0,53.33353,66.93916,2.957746,353.803610833558,350.032230094796,51.5211891722945,647.230928581412,641.42613332723,86.4892529690025,82.32061,82.32061,541.4369,69.84113
1.759999,S,1.759999,0.559063,0,0.4423937,0,413.3828,33.20439,16.45836,0,53.30972,66.93916,2.962921,352.67704474282,348.911960771202,51.3959290150885,650.757437346307,644.915252856954,87.0032122476655,82.31682,82.31682,547.886,70.7086
1.769999,S,1.769999,0.5621207,0,0.4425348,0,412.0385,33.17429,16.63935,0,53.28591,66.93916,2.968097,351.546753513165,347.788035695981,51.2698949908938,654.272642299757,648.393133136177,87.5159111861147,82.31304,82.31304,554.37,71.58119
1.779999,S,1.779999,0.565169,0,0.4426792,0,410.6942,33.14429,16.82087,0,53.2621,66.93916,2.973273,350.412887054009,346.660601893925,51.1431178954444,657.776506632792,651.859739077632,88.0273423536378,82.30929,82.30929,560.8886,72.45891
1.789999,S,1.789999,0.5682076,0,0.442827,0,409.3499,33.1144,17.00291,0,53.23829,66.93916,2.978448,349.27525913702,345.529476577454,51.0155609725417,661.268993765788,655.315033766175,88.5374979519604,82.30554,82.30554,567.4418,73.34174
1.799999,S,1.799999,0.5712367,0,0.4429781,0,408.0057,33.08459,17.18545,0,53.21449,66.93916,2.983624,348.134000599967,344.394786903146,50.8872589915626,664.750067359018,658.758981558228,89.0463705305018,82.30182,82.30182,574.0294,74.22965
1.809999,S,1.809999,0.5742559,0,0.4431327,0,406.6614,33.05489,17.36849,0,53.19068,66.93916,2.9888,346.989051287056,343.256473266354,50.7582040052211,668.21969048184,662.191546214168,89.5539525592087,82.29812,82.29812,580.6512,75.12266
1.819999,S,1.819999,0.5772656,0,0.4432905,0,405.3172,33.02529,17.55203,0,53.16687,66.93916,2.993976,345.84052079614,342.114646929085,50.6283930332848,671.677826282987,665.61269260699,90.0602364782252,82.29443,82.29443,587.3074,76.02073
1.829999,S,1.829999,0.5802656,0,0.4434487,0,403.973,32.99579,17.73594,0,53.14306,66.93916,2.999151,344.688376334617,340.969272128551,50.4978439571475,675.124440624957,669.022385252063,90.5652149065095,82.29076,82.29076,593.9976,76.92386
1.839999,S,1.839999,0.5832557,0,0.443578,0,402.6288,32.96639,17.91901,0,53.11925,66.93916,3.004327,343.533868431995,339.821588641391,50.3667216829968,678.559508587657,672.420601062521,91.0688821120816,82.28711,82.28711,600.7218,77.83203
1.849999,S,1.849999,0.5862361,0,0.4437108,0,401.2847,32.93709,18.10252,0,53.09544,66.93916,3.009503,342.375859035816,338.670467952972,50.2348781926282,681.982994065431,675.807305666352,91.5712308827795,82.28347,82.28347,607.4799,78.74523
1.859999,S,1.859999,0.5892065,0,0.4438471,0,399.9406,32.90789,18.28647,0,53.07163,66.93916,3.014679,341.214113582083,337.515679591996,50.1022687825571,685.394861741272,679.182462386831,92.0722535594064,82.27985,82.27985,614.2717,79.66345
1.869999,S,1.869999,0.5921673,0,0.443987,0,398.5965,32.87879,18.47086,0,53.04782,66.93916,3.019854,340.048867820086,336.357454029761,49.9689466002596,688.795076534842,682.546036851947,92.5719430142401,82.27625,82.27625,621.0971,80.58667
1.879999,S,1.879999,0.5951182,0,0.4441305,0,397.2524,32.84979,18.65569,0,53.02402,66.93916,3.02503,338.880023232368,335.195695898834,49.8348833335289,692.1836003688,685.897993736013,93.0702918364364,82.27266,82.27266,627.9561,81.51488
1.889999,S,1.889999,0.598059,0,0.4442775,0,395.9084,32.82089,18.84091,0,53.00021,66.93916,3.030206,337.707589844902,334.0304131465,49.7000938835264,695.560399345756,689.238297792816,93.5672927641628,82.2691,82.2691,634.8485,82.44807
1.899999,S,1.899999,0.6009901,0,0.4444622,0,394.5643,32.79209,19.02802,0,52.9764,66.93916,3.035382,336.530124339228,332.860175261253,49.5643855285631,698.925422316504,692.566899471028,94.0629366083699,82.26554,82.26554,641.7742,83.38622
1.909999,S,1.909999,0.6039111,0,0.4446896,0,393.2203,32.76339,19.21723,0,52.95259,66.93916,3.040557,335.347536866572,331.684894822945,49.4277354201913,702.27861829117,695.88374834512,94.5572139515238,82.262,82.262,648.733,84.32932
1.919999,S,1.919999,0.6068221,0,0.4449204,0,391.8763,32.73479,19.40691,0,52.92878,66.93916,3.045733,334.161189557709,330.505918896579,49.2903457175024,705.619949627988,699.188807460212,95.0501173976816,82.25848,82.25848,655.7249,85.27735
1.929999,S,1.929999,0.609723,0,0.4451545,0,390.5324,32.70629,19.59701,0,52.90498,66.93916,3.050909,332.971313054224,329.323477953452,49.1522347985956,708.949380968664,702.482042166137,95.5416397346812,82.25497,82.25497,662.7498,86.23031
1.939999,S,1.939999,0.6126139,0,0.445392,0,389.1884,32.67789,19.78753,0,52.88117,66.93916,3.056085,331.777815988415,328.137480599774,49.0133962063009,712.26687604901,705.76341689879,96.0317736857889,82.25146,82.25146,669.8074,87.18818
